satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,promotion_last_5years,salary,left
0.4951769101112702,0.14077045777121333,4,100,5,0,0,low,0
0.034388521115218396,0.22489680573040727,7,185,9,1,0,medium,1
0.9093204020787821,0.558134158128215,7,182,4,0,1,high,0
0.2587799816000169,0.7640930002129815,3,235,7,1,0,high,1
0.662522284353982,0.619351305936299,6,173,6,0,1,medium,0
0.31171107608941095,0.23213391280015616,2,222,2,1,0,low,0
0.5200680211778108,0.0009430425274903342,2,172,9,0,1,medium,1
0.5467102793432796,0.7571505803074392,4,194,7,1,0,low,1
0.18485445552552704,0.9852073259110937,2,142,5,1,0,low,1
0.9695846277645586,0.8099131203060904,3,174,7,1,1,medium,0
0.7751328233611146,0.46020661815661534,5,258,5,0,1,low,0
0.9394989415641891,0.9037672613991066,7,211,9,0,0,high,1
0.8948273504276488,0.40984767311835,4,242,3,1,0,medium,0
0.5978999788110851,0.5249340842434675,7,174,6,1,0,high,1
0.9218742350231168,0.47712976739568325,7,286,2,1,0,low,1
0.0884925020519195,0.44762387266552495,7,210,4,1,0,low,0
0.1959828624191452,0.7751907692939057,5,103,3,1,0,medium,0
0.045227288910538066,0.526768907269492,2,118,6,1,0,medium,1
0.32533033076326434,0.31671712202521607,6,108,2,1,0,low,0
0.388677289689482,0.2581581676584783,7,118,3,1,1,medium,0
0.2713490317738959,0.037747316967433386,3,126,2,1,1,low,0
0.8287375091519293,0.583195161883046,7,253,7,0,1,high,0
0.3567533266935893,0.2299614154010342,7,265,2,1,1,medium,1
0.28093450968738076,0.1481339220163831,2,225,9,1,0,high,1
0.5426960831582485,0.6538299638276777,3,234,3,1,0,medium,0
0.14092422497476265,0.6812092578215488,2,248,3,1,1,high,0
0.8021969807540397,0.752154892257666,7,252,6,0,0,low,1
0.07455064367977082,0.5035768963385915,2,117,3,1,0,low,0
0.9868869366005173,0.8940546052038866,2,221,8,1,1,low,1
0.7722447692966574,0.9363427533982278,4,242,8,1,1,low,1
0.1987156815341724,0.8073709397924894,5,296,7,1,1,medium,0
0.005522117123602399,0.6355934820081872,6,264,8,1,0,high,1
0.8154614284548342,0.30372095359118867,5,261,6,0,0,medium,1
0.7068573438476171,0.9829449216202212,5,252,2,1,1,medium,1
0.7290071680409873,0.27413616719193834,3,169,3,1,1,low,0
0.7712703466859457,0.20265692199043106,4,117,6,1,1,medium,0
0.07404465173409036,0.44215411378658276,4,103,6,0,1,high,0
0.3584657285442726,0.05684057071238846,2,142,4,0,0,medium,0
0.11586905952512971,0.9784944646717908,5,229,6,0,1,high,1
0.8631034258755935,0.5884335564164248,6,102,6,0,0,low,1
0.6232981268275579,0.5569520916641753,3,307,4,1,1,low,0
0.3308980248526492,0.6557962798997199,4,304,5,1,0,medium,0
0.06355835028602363,0.49702364777720665,2,259,7,0,0,high,1
0.3109823217156622,0.03206351709454158,6,231,3,0,1,low,0
0.32518332202674705,0.6123112888403968,5,300,9,1,0,low,1
0.7296061783380641,0.7161738769564306,6,183,4,0,1,medium,0
0.6375574713552131,0.41674906062405315,4,141,8,1,1,high,1
0.8872127425763265,0.7572955720711929,3,159,6,0,1,low,0
0.4722149251619493,0.22700129933842061,5,254,6,0,0,low,1
0.1195942459383017,0.22127659106618403,3,118,3,0,1,high,1
0.713244787222995,0.16141698768757395,7,156,7,0,0,medium,1
0.7607850486168974,0.37199475978916186,6,304,8,0,1,medium,1
0.5612771975694962,0.8470120353890835,6,145,2,0,0,low,0
0.770967179954561,0.8279120621490643,2,141,4,1,1,low,0
0.49379559636439074,0.3828242079635038,5,138,5,1,1,medium,0
0.5227328293819941,0.5891187359802366,6,233,3,1,0,medium,0
0.42754101835854963,0.7208163164749156,4,190,3,1,0,low,0
0.02541912674409519,0.24120677462802298,7,243,4,0,0,high,1
0.10789142699330445,0.16814108589474708,4,239,6,1,1,high,1
0.03142918568673425,0.972095993212311,3,301,6,0,0,low,1
0.6364104112637804,0.6175573132096185,7,98,9,0,0,low,1
0.3143559810763267,0.9814157218336639,7,125,9,0,0,low,1
0.5085706911647028,0.3377559871322291,4,113,5,1,0,low,0
0.907566473926093,0.7030316999741315,6,282,4,0,1,medium,0
0.24929222914887494,0.22260363654123771,4,293,3,0,0,high,1
0.41038292303562973,0.26120017127391293,5,307,8,0,0,high,1
0.7555511385430487,0.511902121269624,3,130,4,0,1,high,0
0.22879816549162246,0.3196181255080712,7,242,2,1,1,medium,0
0.07697990982879299,0.16762156384058446,5,121,9,0,1,low,1
0.289751452913768,0.262880701989326,6,130,3,1,0,high,0
0.16122128725400442,0.03574839446586464,6,171,5,0,0,high,1
0.9296976523425731,0.7044236214774866,4,167,5,1,0,medium,0
0.808120379564417,0.4921166570858616,2,152,9,1,0,low,1
0.6334037565104235,0.09424306640452562,7,196,3,1,0,low,0
0.8714605901877177,0.1716939931284912,7,144,6,1,1,low,0
0.8036720768991145,0.10253453811264401,2,105,3,1,0,high,0
0.18657005888603584,0.6125928082758765,6,308,3,1,0,medium,0
0.8925589984899778,0.0942103636124938,6,200,2,1,0,high,0
0.5393422419156507,0.7542823330352161,7,252,3,0,0,medium,0
0.8074401551640625,0.020510919320391174,3,199,7,0,0,medium,1
0.8960912999234932,0.2493757879958921,7,166,8,1,0,high,1
0.3180034749718639,0.8906666758919072,6,193,7,1,1,medium,0
0.11005192452767676,0.718531318122246,6,163,4,1,1,medium,0
0.22793516254194168,0.07296833292568772,3,173,4,0,1,medium,0
0.4271077886262563,0.8211261044851798,5,119,8,0,1,low,1
0.8180147659224931,0.4930351215402048,5,138,5,0,1,low,0
0.8607305832563434,0.8467830271688292,3,190,6,1,1,low,0
0.006952130531190703,0.6007397744503934,3,221,5,1,0,low,0
0.5107473025775657,0.6818330320328587,5,262,2,1,0,high,0
0.417411003148779,0.9935015603957081,5,187,3,0,1,high,0
0.22210781047073025,0.23233554592401817,5,248,8,1,1,high,1
0.1198653673336828,0.6239455747613883,5,178,5,1,0,low,0
0.33761517140362796,0.46032139005739836,7,291,3,1,0,high,1
0.9429097039125192,0.039451952922691436,7,129,5,0,1,low,0
0.32320293202075523,0.014470641502865034,4,214,3,1,1,low,0
0.5187906217433661,0.11922857781785867,3,309,5,1,1,medium,1
0.7030189588951778,0.6490917405385481,2,148,7,0,0,medium,1
0.363629602379294,0.5671630879133922,4,278,7,0,1,low,0
0.9717820827209607,0.5534295611637274,2,148,9,0,1,medium,1
0.9624472949421112,0.031856762528260085,2,241,7,0,1,medium,0
0.25178229582536416,0.46930299636000705,6,212,8,1,1,medium,1
0.49724850589238545,0.9246228178425285,3,230,4,1,0,medium,0
0.30087830981676966,0.3975918693106466,7,286,8,1,1,high,1
0.2848404943774676,0.6249224697884563,4,170,8,0,0,medium,1
0.036886947354532795,0.7798186756231436,3,137,2,0,0,low,0
0.6095643339798968,0.7839252791418876,5,234,5,0,1,medium,0
0.5026790232288615,0.5192800823952713,3,232,4,0,1,medium,0
0.05147875124998935,0.8579519454023363,2,130,8,1,0,high,1
0.27864646423661144,0.39137809336374696,7,196,8,1,0,high,1
0.9082658859666537,0.8886932147847983,5,182,6,0,0,high,1
0.23956189066697242,0.2402271663955453,3,192,5,1,0,medium,0
0.1448948720912231,0.28021640699057104,3,288,3,1,0,low,1
0.489452760277563,0.0531206241990011,7,179,2,0,1,high,0
0.9856504541106007,0.7955818365422829,2,100,4,1,1,medium,0
0.2420552715115004,0.4170552362327056,5,249,4,1,1,medium,0
0.6721355474058786,0.22911661391139904,2,146,2,1,0,medium,0
0.7616196153287176,0.23179027761657967,7,133,9,0,0,high,1
0.23763754399239967,0.9013999412292332,3,98,5,0,0,medium,0
0.7282163486118596,0.8339166004610369,4,308,3,0,0,high,0
0.3677831327192532,0.5535308853571833,4,282,6,0,1,medium,0
0.6323058305935795,0.6161108004157211,6,108,5,1,1,low,0
0.6335297107608947,0.474325570550291,4,304,2,0,0,low,0
0.5357746840747585,0.39166654287880887,7,258,9,1,0,medium,1
0.0902897700544083,0.9154768812183315,7,182,5,1,1,high,1
0.835302495589238,0.12561270352030207,7,98,8,0,1,medium,1
0.32078006497173583,0.41844678971622795,5,276,5,0,1,low,0
0.18651851039985423,0.34456190798787534,6,150,9,0,0,medium,1
0.040775141554763916,0.49815072025114837,5,268,2,0,1,high,0
0.5908929431882418,0.45763187454517507,4,161,9,1,0,high,1
0.6775643618422824,0.5188895316510814,4,290,9,1,1,high,1
0.016587828927856152,0.1399189772269941,3,179,2,1,1,high,1
0.512093058299281,0.5131415015132771,5,267,9,0,1,low,1
0.22649577519793795,0.24241881388721087,2,168,6,0,0,high,1
0.6451727904094499,0.18433134898819126,3,207,2,0,0,high,0
0.17436642900499144,0.06483421878619122,5,291,2,0,1,low,1
0.690937738102466,0.7626525587561409,7,157,2,1,0,high,0
0.3867353463005374,0.42744192085655996,6,120,8,0,1,low,1
0.9367299887367345,0.6266436833117583,5,147,8,1,0,high,1
0.13752094414599325,0.7275933433047433,6,145,8,1,1,high,1
0.3410663510502585,0.6793166653135535,6,217,4,1,0,high,0
0.11347352124058907,0.4705007190896823,4,224,2,0,0,high,0
0.9246936182785628,0.3878985289517298,2,134,2,0,1,medium,0
0.877339353380981,0.3759599096406637,5,147,2,1,1,medium,0
0.2579416277151556,0.6400487969300563,2,171,6,0,0,high,1
0.659984046034179,0.4947943549418734,6,135,8,0,1,high,1
0.8172222002012158,0.8491322479885106,4,155,5,0,1,high,0
0.5552008115994623,0.8747019843267121,2,296,8,1,1,medium,1
0.5296505783560065,0.17056037800651846,3,205,2,1,1,high,0
0.24185229090045168,0.13623365154572564,6,179,2,1,0,low,0
0.09310276780589921,0.6304009260359995,3,292,9,1,1,medium,1
0.8972157579533268,0.3012257480622794,7,115,6,1,0,medium,1
0.9004180571633305,0.01857071876509886,2,180,5,0,0,medium,0
0.6331014572732679,0.8886426693629551,2,97,6,0,0,high,1
0.3390297910487007,0.22690076724380825,2,308,9,1,0,low,1
0.3492095746126609,0.9292806516858091,7,201,7,1,1,medium,0
0.7259556788702394,0.7174344508782536,5,104,3,1,0,low,0
0.8971102599525771,0.7626534899114843,6,262,3,1,1,low,0
0.8870864242651173,0.20146149579316042,6,253,3,0,1,low,1
0.7798755458576239,0.23419442561681292,6,277,2,1,0,high,1
0.6420316461542878,0.5212677538240658,5,305,6,0,1,high,0
0.08413996499504883,0.17209985264986216,2,153,2,1,0,high,1
0.16162871409461377,0.3054316926830323,2,267,3,0,1,medium,0
0.8985541885270792,0.32146247794780447,7,138,5,0,1,medium,0
0.6064290596595899,0.1596299332527641,3,233,5,0,1,low,0
0.009197051616629648,0.20518283339516075,5,204,7,1,0,medium,1
0.1014715428660321,0.7885518420082566,4,143,6,1,0,high,1
0.6635017691080558,0.16719585454726837,5,221,7,1,0,high,1
0.005061583846218687,0.028457391843922486,7,308,8,1,1,high,1
0.16080805141749865,0.6293549426289384,3,309,5,0,0,high,0
0.5487337893665861,0.97598311939245,3,240,3,1,1,low,0
0.6918951976926933,0.3312138146231214,3,223,7,1,1,medium,0
0.6519612595026005,0.1186557031962523,2,228,7,1,1,high,0
0.22426930946055978,0.5703873253675308,4,293,7,1,1,low,0
0.7121792213475359,0.9063542110956462,3,297,6,1,0,medium,1
0.23724908749680007,0.7840617798284788,6,287,9,0,0,low,1
0.3253996981592677,0.622515868412716,2,202,8,0,1,high,1
0.7464914051180241,0.3150564966075994,4,289,6,0,1,high,0
0.6496328990472147,0.54188017327622,6,166,3,1,1,high,0
0.8492234104941779,0.09124484130425536,4,227,3,1,0,medium,0
0.6576128923003434,0.67894542428067,7,196,3,0,1,high,0
0.5683086033354716,0.7250960188976509,4,178,7,1,0,medium,1
0.09367476782809248,0.9650316229099188,6,123,9,0,0,low,1
0.3677158030594335,0.26039735874507164,5,307,3,0,0,medium,1
0.26520236768172545,0.018456419043022643,4,201,8,0,1,low,1
0.24398964337908358,0.5456084644271506,5,133,6,0,0,medium,1
0.9730105547524456,0.7067905043968145,4,161,5,0,0,high,0
0.3930977246667604,0.790407475882988,7,290,3,1,0,high,1
0.8920465551771133,0.1937389330248106,6,283,4,1,0,low,1
0.6311386259972629,0.26175286903702366,4,142,6,1,0,medium,1
0.7948113035416484,0.5125909252672963,3,201,2,1,1,medium,0
0.5026370931051921,0.33060080997000185,7,198,5,0,1,low,0
0.5769038846263591,0.860511486587445,3,120,6,0,0,medium,1
0.4925176938188639,0.47376015373872027,7,161,3,0,1,medium,0
0.1952429877980445,0.799578644102003,7,174,7,0,0,low,1
0.7224521152615053,0.5806197604823538,4,162,8,1,1,low,1
0.2807723624408558,0.773090141617112,6,292,4,0,1,low,0
0.02431596643145384,0.33267298653032384,6,135,2,0,0,medium,0
0.6454722959071678,0.8314166219303112,2,195,5,0,0,low,0
0.17711067940704894,0.2745723155510216,6,273,3,1,1,low,1
0.9404585843529143,0.5460988080032908,5,210,6,0,1,low,0
0.9539285770025874,0.21400711317387422,4,263,9,0,1,low,1
0.9148643902204485,0.47552652162619335,3,214,6,0,0,high,1
0.3701587002554444,0.31817520950870315,6,260,5,1,0,high,0
0.015456616528867428,0.26670343063721424,3,292,4,1,1,high,1
0.9283185625877254,0.9669850180280375,2,240,7,0,0,low,1
0.42818414831731433,0.16007410548673062,4,157,8,1,1,medium,1
0.9666548190436696,0.7873258374573953,6,264,3,1,0,high,0
0.9636199770892528,0.9841649594832149,3,171,5,0,0,low,0
0.8530094554673601,0.01990148374007783,7,265,5,1,0,high,1
0.2944488920695857,0.699027414042095,6,126,6,1,1,high,0
0.38509772860192526,0.2529118055562871,2,128,9,0,1,low,1
0.8511366715168569,0.040487824328304445,7,138,5,0,1,low,0
0.31692200515627766,0.4028895789566308,3,188,2,1,0,high,0
0.1694927466860925,0.935217810170875,3,290,2,0,0,low,1
0.5568012624583502,0.011765094366997686,4,133,3,1,1,high,0
0.936154774160781,0.5878856919297817,4,136,5,0,1,high,0
0.696029796674973,0.5013964785953243,3,213,6,1,0,high,1
0.570061170089365,0.8733841643710475,7,286,7,0,0,high,1
0.09717649377076854,0.08400171452062566,4,263,3,1,0,medium,1
0.6150072266991697,0.6815260298866503,3,253,4,1,0,medium,0
0.9900538501042633,0.6801096984332773,7,270,6,1,0,low,1
0.14008401523652403,0.6690800168622832,5,117,4,1,0,medium,0
0.5183296523637367,0.942334494935037,6,191,3,1,1,medium,0
0.8773730719279554,0.8230875290068804,5,222,9,1,0,low,1
0.7407686177542044,0.04197272624350601,5,278,2,1,1,high,1
0.697015740995268,0.47108285070451317,6,266,6,1,0,medium,1
0.7024840839871093,0.3979530562013335,3,156,7,0,0,medium,1
0.35949115121975517,0.31014722109080206,3,169,6,1,1,medium,0
0.29359184426449336,0.4513367251540973,4,127,3,0,0,medium,0
0.8093611554785136,0.38419418492597746,2,227,6,0,1,high,0
0.8101133946791808,0.43233389987866533,3,140,6,1,1,low,0
0.8670723185801037,0.9792618656086425,6,167,9,0,1,medium,1
0.9132405525564713,0.08863297474958076,2,115,3,0,0,medium,0
0.5113423988609378,0.9222308698387298,6,294,8,0,1,medium,1
0.5015162946871996,0.4802367134710267,6,160,5,0,1,medium,0
0.7982951789667752,0.6237422454995412,6,283,3,0,0,low,0
0.6499639307777652,0.8301829666176939,2,184,6,0,1,high,0
0.7019668772577033,0.36046302914925554,5,249,7,1,1,low,0
0.795792669436101,0.4304219080879669,7,296,7,1,0,medium,1
0.8900053418175663,0.40951848027871396,6,118,9,0,1,medium,1
0.3379951568515358,0.37473102253575985,4,135,3,1,0,low,0
0.375582952639944,0.9255293216468949,3,225,6,0,1,high,0
0.093981939840869,0.8289298911930121,7,249,4,0,0,high,0
0.578280140996174,0.1089999898629761,3,173,4,0,1,high,0
0.035942273796742086,0.10812335247709604,3,285,2,1,1,high,1
0.46559801813246016,0.4278695148529912,2,139,8,1,0,low,1
0.5426446347075766,0.09865737673280905,4,254,9,1,1,low,1
0.2865412521282844,0.6190930952711197,4,249,3,0,1,high,0
0.5908332605690108,0.1436916072617339,7,208,3,1,1,low,0
0.03050024993904943,0.5223732639668011,4,178,4,1,0,low,0
0.03734818874921442,0.007219947003717753,4,212,4,0,0,medium,1
0.8226005606596583,0.3165963484126467,4,100,4,1,0,low,0
0.3601906414112629,0.6771907236726554,7,216,9,1,1,low,1
0.12706051265188478,0.48403894022784844,5,165,7,1,0,high,1
0.5222432600548044,0.9782694859989881,4,130,7,1,1,low,0
0.7699935530986108,0.8741037960662108,4,111,2,0,0,high,0
0.21582102749684318,0.3590707790431512,2,254,2,0,0,medium,0
0.6228904758190003,0.0454865414722746,2,305,5,0,0,medium,1
0.085347464993768,0.8456263001150188,4,109,7,0,0,low,1
0.0516817211686077,0.9112343103146714,5,120,3,0,1,low,1
0.531354631568148,0.8206273934190368,4,174,2,0,0,high,0
0.5406351216101065,0.12794994091976486,4,298,6,1,1,medium,1
0.6374299014982066,0.9979151344122877,4,196,3,0,0,high,0
0.7260913337226615,0.25858422155277383,6,200,5,0,1,low,0
0.9758520794625346,0.7242049128083701,5,294,4,1,1,medium,0
0.5163003483011953,0.9080348763357216,3,241,5,1,0,low,0
0.32295647294124596,0.23568711433070944,4,273,3,0,1,medium,1
0.7951861947687037,0.9082585546770661,3,115,4,1,1,high,0
0.2708322512620742,0.30948157919486696,5,151,5,1,0,low,0
0.4389714207056361,0.9764132223840561,4,225,5,0,0,low,0
0.07845638134226596,0.2812600203804746,3,249,3,1,0,medium,1
0.02535074341545751,0.9534358247578352,7,118,2,1,1,high,1
0.9626484146779251,0.053544650892674905,3,127,9,0,0,medium,1
0.8359801205122058,0.709272011669813,5,236,9,0,0,medium,1
0.695974206093698,0.5321111338370037,4,108,6,1,1,medium,0
0.4089529444142699,0.47787707712273064,6,240,5,1,0,low,0
0.17329432007084578,0.22349431425584,5,281,9,0,0,high,1
0.15643704267108605,0.705595789776492,6,309,6,0,1,high,0
0.25024289816459533,0.1908094914463071,4,122,7,1,0,high,1
0.5492266647061205,0.5528417959847682,3,240,7,1,1,medium,0
0.7145959227000623,0.2532453630402508,7,261,3,0,0,high,1
0.6601973767177313,0.9556213797813561,7,109,8,0,1,high,1
0.27993389694594284,0.028631193835652824,5,237,3,0,1,low,0
0.9548652806631941,0.19972828011123656,5,235,8,1,0,low,1
0.7378969166957685,0.24231060638744772,5,164,8,0,0,low,1
0.5543540525114007,0.4140678257678164,2,163,8,0,1,medium,1
0.6117207462343522,0.23273024187005353,7,150,2,0,1,low,0
0.4196000624277899,0.49134909026878526,7,286,8,1,1,high,1
0.24773098950115746,0.872465523258539,4,124,4,1,0,low,0
0.3559726786512616,0.7120634214091708,2,184,6,1,1,medium,0
0.7578461104643691,0.579961980535111,5,140,9,0,1,low,1
0.014393488629755868,0.08900317798267965,5,227,5,0,0,high,1
0.11607264050691624,0.6939921083892756,6,239,4,0,0,low,0
0.04600264202175275,0.16641428431093985,2,161,7,0,1,low,1
0.040728802318970136,0.786367385961698,3,118,9,1,1,low,1
0.8554605840110072,0.2500567585101532,7,163,7,1,1,medium,0
0.7036578593800237,0.4170487283209009,4,243,6,0,0,medium,1
0.4741738290873252,0.3504702023179279,3,240,9,0,0,medium,1
0.09783416065100148,0.8588139146748568,3,275,6,0,1,medium,0
0.49161587511683236,0.12654445871340814,4,101,8,0,0,medium,1
0.4734717707805657,0.5656448823847886,5,177,9,0,0,low,1
0.17320186991001518,0.14206160944306223,7,307,4,1,0,low,1
0.43385164923797304,0.7047958361321867,6,218,4,0,0,medium,0
0.39850473439737344,0.9050781277944812,5,262,2,1,0,medium,1
0.6158500980522165,0.4346076538672534,5,200,5,1,0,low,0
0.6350936508676438,0.4880922602649759,2,129,5,0,1,high,0
0.04530400977204452,0.9274228364827622,3,149,5,1,1,low,1
0.3746126146264712,0.5209913886493571,3,177,8,1,0,medium,1
0.6258599157142364,0.48759843804956093,7,189,9,0,1,low,1
0.5031362585800877,0.5783291027043042,3,160,7,0,1,medium,0
0.8564898411883223,0.6892297363629519,6,182,7,0,1,low,0
0.658693631618945,0.10688337508703138,6,124,4,0,0,low,0
0.1629344270814297,0.821110527741516,6,136,2,1,0,low,0
0.07056874740042984,0.43550502745325925,4,200,3,0,1,high,0
0.6424192782063156,0.07234850989748554,7,158,2,1,1,low,0
0.026511310541621813,0.7861826691982131,6,255,9,1,1,low,1
0.5857755812734633,0.3769499716862721,2,161,7,1,1,high,0
0.9402302414249576,0.10036749509505394,2,207,8,0,1,low,1
0.575474177875879,0.6337790395432505,5,195,4,1,1,high,0
0.3881699262065219,0.8801313534336417,5,268,2,1,0,high,0
0.6432882184423532,0.8877535094139863,7,240,4,0,1,high,0
0.45825289049151663,0.9576634748089732,5,266,6,1,0,low,1
0.5456167893159349,0.867705459766688,5,161,6,1,1,medium,0
0.9414648087765252,0.002140919345475223,2,163,3,0,1,low,0
0.38610263780077425,0.38024116641339023,5,129,7,1,1,medium,0
0.9611905638239142,0.818542579905503,2,96,8,1,0,medium,1
0.9053506419560637,0.3662530059984742,6,246,6,1,0,high,1
0.19579113478929644,0.6015485063797061,6,229,3,0,1,high,0
0.06936130087516545,0.606316947374532,7,111,5,1,0,high,0
0.10077800137742665,0.36502530403882305,4,97,4,0,0,high,0
0.018221825651549728,0.9044739272812876,5,211,8,0,0,low,1
0.0944429607559284,0.5032283453861176,6,171,5,0,1,low,0
0.6830067734163568,0.4647842059375008,6,122,5,1,1,medium,0
0.07118864846022899,0.9975137456618959,7,114,9,1,1,low,1
0.3189756302937613,0.49350036407261666,3,123,3,1,0,low,0
0.8448753109694546,0.17839825192858105,3,130,9,1,0,medium,1
0.023271935735825866,0.513069422863438,7,210,4,0,1,low,0
0.8144684825889358,0.81401673551993,2,163,3,1,1,low,0
0.28185477477339993,0.7768603268982814,4,144,2,1,0,high,0
0.11816482762165625,0.788581765108471,7,102,5,0,1,high,0
0.6967371653641506,0.7080237839979118,3,132,4,1,1,medium,0
0.628942846779884,0.2542178290666882,4,210,5,0,1,high,0
0.877472013527053,0.8620840858402314,6,248,2,0,1,low,0
0.7350710438038858,0.8934434653762651,7,210,7,0,0,high,1
0.8034809303848486,0.19415269661854906,2,136,2,0,1,high,0
0.2820345725713065,0.13045563655139392,4,176,7,1,1,medium,0
0.17743954377972282,0.975604968589112,3,157,4,0,0,low,1
0.7506147516408583,0.8683239636503679,6,264,4,0,0,medium,0
0.806834739267264,0.8932361472099467,7,237,8,1,1,low,1
0.9905051420006733,0.8863763846243952,5,277,2,0,1,low,0
0.4126176769114265,0.5416868240337284,6,97,9,0,0,low,1
0.37201808579278317,0.6464017366657997,3,183,5,1,1,high,0
0.7764129607419968,0.5453628521336417,7,302,6,0,0,medium,1
0.34080354025301784,0.05120634919032907,3,143,5,1,1,low,0
0.9307573256035647,0.7455030853527727,5,274,6,1,1,high,0
0.8584127518430118,0.5053320333358803,6,150,9,0,1,medium,1
0.42899402737501835,0.6477090747902298,4,107,3,1,1,high,0
0.7508710677914974,0.5026398049755353,4,306,4,0,1,high,0
0.7545428740846823,0.49181132232245595,6,292,9,1,1,low,1
0.10312386883593261,0.17178910947776682,4,96,2,1,0,medium,1
0.9025529066795667,0.27871371514114895,7,282,3,0,0,high,1
0.5052523724478571,0.1588526919439558,6,296,9,0,1,high,1
0.8264574661077416,0.19566629562534243,6,198,5,1,0,high,0
0.32004960103061175,0.9729773804203049,3,129,6,0,0,high,1
0.8955232284962005,0.15311344577219843,2,207,7,0,0,low,1
0.3892016787341631,0.26927042430520765,3,141,4,0,1,low,0
0.01083765148029836,0.590589657738585,4,282,6,1,0,medium,1
0.9053819764192637,0.6101785762366418,2,289,5,0,0,high,0
0.09128667678613356,0.15397412974382907,6,242,8,1,0,low,1
0.31931363759041487,0.7937174257852123,4,251,5,1,1,medium,0
0.9500619670508049,0.785202867912825,5,194,2,1,1,medium,0
0.9506071469375561,0.2373177042038911,4,263,3,0,0,low,1
0.5734378881232861,0.28866630267546045,2,152,4,0,1,low,0
0.6318372121697993,0.937987865459497,2,146,2,0,1,high,0
0.44844552197831977,0.8256714459794781,6,117,6,0,1,low,0
0.29321077169806453,0.6977970330625238,7,163,8,0,1,low,1
0.32866454536991596,0.08223322151060053,5,231,3,0,0,low,0
0.6725184560770384,0.4182640809025757,6,155,9,1,1,medium,1
0.75237452943768,0.559301872076827,5,160,4,1,0,low,0
0.7915790437258485,0.18741128798377693,5,131,6,0,0,medium,1
0.7896181427945539,0.4482265821082245,6,294,4,1,1,medium,0
0.09120610304869037,0.60102587748869,4,124,4,1,1,low,0
0.49442030470258147,0.3273766801153992,3,288,7,1,1,medium,0
0.057558760016644284,0.7809448189504872,5,151,7,0,0,high,1
0.5495288823237355,0.8404495816388055,2,177,9,1,1,high,1
0.441530501373377,0.32360946943407076,6,227,8,1,1,medium,1
0.8877041827582998,0.8386571544924571,7,307,3,1,1,low,1
0.3509150125520787,0.10357656610301502,4,295,7,0,0,low,1
0.11706701642760586,0.8377290986226563,5,273,6,1,1,medium,0
0.14299168205283586,0.1527504316676166,7,262,7,0,0,low,1
0.7615106317174722,0.08292715250972604,4,258,8,0,1,medium,1
